Type,"IBM Product",VRM,PID,"Licence Type",MTM,GA,"GA #",EOM,"EOM #",EOD,"EOD #",EOS,"EOS #","End All Support","Eligible service","Lifecycle Policy",Exception,Comments,"More Info URL","Last modified"
SW,"XL Fortran for AIX",12.1.x,5724-U82,IPLA,N/A,2008-07-25,208-214,2014-08-15,914-089,N/A,N/A,2015-09-30,914-089,2018-09-30,,E,0,,,06-22-2021
SW,"XL Fortran for AIX",13.1.x,5724-X15,IPLA,N/A,2010-04-23,210-103,,,N/A,N/A,2019-04-30,918-054,2022-04-30,,E,0,,,06-22-2021
SW,"XL Fortran for AIX",14.1.0,5725-C74,IPLA,N/A,2012-06-08,212-121,2019-07-09,919-045,N/A,N/A,2020-04-30,919-045,2023-04-30,,E,0,,,09-13-2021
SW,"XL Fortran for AIX",14.1.0,5765-J04,IPLA,N/A,2012-05-18,212-121,,,N/A,N/A,2020-04-30,919-045,2023-04-30,,E,0,,,06-22-2021
SW,"XL Fortran for AIX",15.1.x,5725-C74,IPLA,N/A,2014-06-06,214-165,2021-07-13,921-033,N/A,N/A,2022-09-30,921-033,2025-09-30,,E,0,,,01-04-2022
SW,"XL Fortran for AIX",15.1.x,5765-J09,IPLA,N/A,2014-06-06,214-165,2021-07-13,921-033,N/A,N/A,2022-09-30,921-033,2025-09-30,,E,0,,,12-30-2021
SW,"XL Fortran for AIX",16.1.x,5725-C74,IPLA,N/A,2018-12-14,218-032,2025-01-09,AD24-0719,N/A,N/A,2026-04-30,AD24-0719,2029-04-30,,E,0,,,10-17-2024
SW,"XL Fortran for AIX",16.1.x,5765-J14,IPLA,N/A,2018-12-14,218-032,2025-01-09,AD24-0719,N/A,N/A,2026-04-30,AD24-0719,2029-04-30,,E,0,,,10-17-2024
SW,"XL Fortran for Blue Gene/Q",14.1.0,5799-AH1,IPLA,N/A,2012-06-15,P10242,,,N/A,N/A,,,,,S,0,,,01-19-2015
SW,"XL Fortran for Linux",12.1.0,5724-U84,IPLA,N/A,2008-10-03,208-260,2014-08-15,914-089,N/A,N/A,2015-09-30,914-089,2018-09-30,,E,0,,,06-22-2021
SW,"XL Fortran for Linux",13.1.0,5724-X16,IPLA,N/A,2010-08-20,210-251,,,N/A,N/A,2019-04-30,918-054,2022-04-30,,E,0,,,06-22-2021
SW,"XL Fortran for Linux",14.1.0,5725-C75,IPLA,N/A,2012-06-08,212-152,2019-07-09,919-045,N/A,N/A,2020-04-30,919-045,2023-04-30,,E,0,,,06-22-2021
SW,"XL Fortran for Linux",14.1.0,5765-J05,IPLA,N/A,2012-05-18,212-152,2018-07-13,918-054,N/A,N/A,2020-04-30,919-045,2023-04-30,,E,0,,,06-22-2021
SW,"XL Fortran for Linux",15.1.x,5725-C75,IPLA,N/A,2014-06-06,214-164,2021-07-13,921-033,N/A,N/A,2022-04-30,921-033,2025-04-30,,E,0,,,12-30-2021
SW,"XL Fortran for Linux",15.1.x,5765-J10,IPLA,N/A,2014-06-06,214-164,2021-07-13,921-033,N/A,N/A,2022-04-30,921-033,2025-04-30,,E,0,,,12-30-2021
SW,"XL Fortran for Linux",16.1.x,5725-C75,IPLA,N/A,2018-04-27,218-199,,,N/A,N/A,2024-09-30,922-058,2027-09-30,,E,0,,,09-15-2022
SW,"XL Fortran for Linux",16.1.x,5765-J15,IPLA,N/A,2018-04-27,218-199,,,N/A,N/A,2024-09-30,922-058,2027-09-30,,E,0,,,12-08-2022
SW,"XL Fortran for Multicore Acceleration for Linux",11.1.x,5724-T44,IPLA,N/A,2008-01-04,207-312,2011-03-11,910-276,N/A,N/A,2012-09-30,910-276,2014-09-30,,S,0,,,06-22-2021
SW,"XML Toolkit for z/OS",1.10.x,5655-J51,IPLA,N/A,2008-12-12,208-380,2020-09-07,920-071,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"XML Toolkit for z/OS",1.4.x,5655-J51,IPLA,N/A,2002-08-16,202-185,2003-02-18,,N/A,N/A,2005-09-30,904-021,2007-09-30,,S,0,,,10-15-2024
SW,"XML Toolkit for z/OS",1.5.x,5655-J51,IPLA,N/A,2003-04-04,203-042,2003-10-14,,N/A,N/A,2006-04-30,904-021,2008-04-30,,S,0,,,10-15-2024
SW,"XML Toolkit for z/OS",1.6.x,5655-J51,IPLA,N/A,2003-10-17,203-273,2004-08-24,,N/A,N/A,2007-04-17,905-180,2009-04-17,,S,0,,,10-15-2024
SW,"XML Toolkit for z/OS",1.7.x,5655-J51,IPLA,N/A,2004-09-24,204-181,2005-06-14,,N/A,N/A,2007-09-30,905-180,2009-09-30,,S,0,,,10-15-2024
SW,"XML Toolkit for z/OS",1.8.x,5655-J51,IPLA,N/A,2005-06-17,205-114,2006-06-13,,N/A,N/A,2013-04-30,912-009,2015-04-30,,S,0,5655I30,,06-22-2021
SW,"XML Toolkit for z/OS",1.9.x,5655-J51,IPLA,N/A,2006-06-16,206-114,2008-12-12,,N/A,N/A,2013-09-30,914-144,2015-09-30,,S,0,5655I30,,06-22-2021
SW,"z Operational Insights",1.0.0,5725-U56,,N/A,2016-09-30,216-220,2017-10-19,917-164,N/A,N/A,2017-12-19,917-164,2020-12-19,,E,1,,,06-22-2021
SW,z/OS,1.10.x,5694-A01,ICA,N/A,2008-09-26,208-186,2009-10-19,,N/A,N/A,2011-09-30,910-169,2013-08-26,,S,0,"<div>Note: 5656-A01 Life Cycle Extension is Withdrawn from Marketing 8-26-13</div>",,09-03-2021
SW,z/OS,1.11.x,5694-A01,ICA,N/A,2009-09-25,209-242,,,N/A,N/A,2012-09-30,911-147,2014-09-30,,S,0,,,09-03-2021
SW,z/OS,1.12.x,5694-A01,ICA,N/A,2010-09-24,210-235,2011-10-28,911-107,N/A,N/A,2014-09-30,913-149,2016-09-30,,S,0,"<div>Planned EOS Date. See April 11,2012 SOD RFA 212-086</div>",,09-03-2021
SW,z/OS,1.13.x,5694-A01,ICA,N/A,2011-09-30,211-252,2014-01-31,"913-103 ",N/A,N/A,2016-09-30,915-163,2018-09-30,,S,0,"<div>Planned EOS Date. See April 11, 2012 SOD RFA# 212-086 See new migration pricing option http://www-03.ibm.com/systems/z/resources/swprice/reference/announce.html</div>",,09-03-2021
SW,z/OS,1.1.x,5694-A01,ICA,N/A,2001-03-30,200-352,2002-06-26,,N/A,N/A,2004-03-31,903-027,2006-03-31,,S,0,,,10-15-2024
SW,z/OS,1.2.x,5694-A01,ICA,N/A,2001-10-26,201-248,2002-03-14,,N/A,N/A,2004-10-31,903-149,2006-10-31,,S,0,,,10-15-2024
SW,z/OS,1.3.x,5694-A01,ICA,N/A,2002-03-29,202-031,2002-09-12,,N/A,N/A,2005-03-31,903-149,2007-03-31,,S,0,,,10-15-2024
SW,z/OS,1.4.x,5694-A01,ICA,N/A,2002-09-27,202-190,2004-09-09,,N/A,N/A,2007-03-31,903-149,2009-03-31,,S,0,,,10-15-2024
SW,z/OS,1.5.x,5694-A01,ICA,N/A,2004-03-26,204-017,2004-09-09,,N/A,N/A,2007-03-31,906-027,2009-03-31,,S,0,,,10-15-2024
SW,z/OS,1.6.x,5694-A01,ICA,N/A,2004-09-24,204-180,2005-10-24,,N/A,N/A,2007-09-30,906-164,2009-09-30,,S,0,,,10-15-2024
SW,z/OS,1.7.x,5694-A01,ICA,N/A,2005-09-30,205-167,2006-10-23,,N/A,N/A,2008-09-30,907-162,2010-09-30,,S,0,,,10-15-2024
SW,z/OS,1.8.x,5694-A01,ICA,N/A,2006-09-29,206-190,2007-10-22,,N/A,N/A,2009-09-30,908-108,2011-09-30,,S,0,,,10-15-2024
SW,z/OS,1.9.x,5694-A01,ICA,N/A,2007-09-28,207-175,2008-10-27,,N/A,N/A,2010-09-30,909-187,2012-09-30,,S,0,,,10-15-2024
SW,z/OS,2.1.x,5650-zOS,ICA,N/A,2013-09-30,213-292,2016-01-25,915-107,N/A,N/A,2018-09-30,917-112,2026-01-31,,E,0,,,09-03-2021
SW,z/OS,2.2.x,5650-zOS,ICA,N/A,2015-09-30,"215-267 ",2018-01-29,917-078,N/A,N/A,2020-09-30,919-021,2027-09-30,"Proactive/ SoftwareXcel/ Support Line",E,0,,,07-17-2023
SW,z/OS,2.3.x,5650-zOS,ICA,N/A,2017-09-29,217-246,2020-01-27,919-038,N/A,N/A,2022-09-30,921-079,,"Proactive/ SoftwareXcel/ Support Line",E,0,"<div><span style=""color: rgb(29, 28, 29); font-family: Slack-Lato, Slack-Fractions, appleLogo, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: common-ligatures; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Extended support may still be available for this product.&nbsp; Please contact your IBM representative. </span></div>",,07-17-2023
SW,z/OS,2.4.0,5650-ZOS,ICA,N/A,2019-09-30,219-344,2022-01-31,921-064,N/A,N/A,2024-09-30,AD23-0481,,"Proactive/ SoftwareXcel/ Support Line",E,0,"<div><span style=""color: rgb(29, 28, 29); font-family: Slack-Lato, Slack-Fractions, appleLogo, sans-serif; font-size: 15px; font-style: normal; font-variant-ligatures: common-ligatures; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Extended support may still be available for this product.&nbsp; Please contact your IBM representative.</span></div>",,08-21-2023
SW,"IBM z/OS Connect Enterprise Edition",2.0.x,5655-CEE,IPLA,N/A,2015-12-11,215-493,2017-09-11,917-189,N/A,N/A,2019-04-30,918-004,2022-04-30,,E,0,<div>5655CE4</div>,,01-19-2022
SW,"IBM z/OS Connect Enterprise Edition",3.0.x,5655-CE3,IPLA,N/A,2017-06-23,217-060,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",C,0,<div>5655CE4</div>,,07-17-2023
SW,"IBM z/OS Connect Enterprise Edition Unlimited",3.0.x,5655-CE5,IPLA,N/A,2019-12-06,219-467,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",C,0,5655CE6,,07-17-2023
SW,"z/OS Management Facility",1.11.x,5655-S28,ICA,N/A,2009-09-25,209-241,2010-10-25,,N/A,N/A,2012-09-30,,2014-09-30,,S,0,5655S29,,06-22-2021
SW,"z/OS Management Facility",1.12.x,5655-S28,ICA,N/A,2010-09-24,210-220,2011-10-25,,N/A,N/A,2014-09-30,913-149,2016-09-30,,S,0,5655S29,,06-22-2021
SW,"z/OS Management Facility",1.13.x,5655-S28,ICA,N/A,2011-09-30,211-242,2014-03-10,913-252,N/A,N/A,2016-09-30,915-163,2018-09-30,,S,0,5655S29,,06-22-2021
SW,"z/OS Management Facility",2.1.x,5610-A01,ICA,N/A,2013-09-30,213-308,2017-07-31," ",N/A,N/A,2018-09-30,917-112,2021-09-30,,E,0,5655S29,,06-22-2021
SW,"z/OS Management Facility",2.2.x,5650-zOS,ICA,N/A,2015-09-30,215-267,2018-01-29,917-078,N/A,N/A,2020-09-30,919-021,,"Proactive/ SoftwareXcel/ Support Line",E,0,"<div>Beginning with z/OS V2.2, z/OS Management Facility is included automatically as part of the z/OS V2.2 product.</div><br>5655S29",,07-17-2023
SW,z/OS.e,1.3.x,5655-G52,ICA,N/A,2002-03-29,202-032,2002-09-12,,N/A,N/A,2005-03-31,903-149,2007-03-31,,S,0,,,10-15-2024
SW,z/OS.e,1.4.x,5655-G52,ICA,N/A,2002-09-27,203-132,2004-09-09,,N/A,N/A,2007-03-31,903-149,2009-03-31,,S,0,,,10-15-2024
SW,z/OS.e,1.5.x,5655-G52,ICA,N/A,2004-03-26,,2004-09-09,,N/A,N/A,2007-03-31,906-027,2009-03-31,,S,0,,,10-15-2024
SW,z/OS.e,1.6.x,5655-G52,ICA,N/A,2004-09-24,204-179,2005-10-24,,N/A,N/A,2007-09-30,906-164,2009-09-30,,S,0,,,10-15-2024
SW,z/OS.e,1.7.x,5655-G52,ICA,N/A,2005-09-30,205-169,2006-10-23,,N/A,N/A,2008-09-30,907-162,2010-09-30,,S,0,,,10-15-2024
SW,z/OS.e,1.8.x,5655-G52,ICA,N/A,2006-09-29,206-191,2007-10-22,,N/A,N/A,2009-09-30,908-108,2011-09-30,,S,0,,,10-15-2024
SW,"z/Transaction Processing Facility Database Facility (z/TPFDF)",1.1.x,5748-F15,IPLA,N/A,2005-09-16,204-250,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",O,0,,,07-17-2023
SW,z/VM,5.4.x,5741-A05,IPLA,N/A,2008-09-12,208-249,2012-03-12,911-239,N/A,N/A,2017-12-31,914-150,2019-12-31,,S,0,"z/VM 5.4 is supported until 12/31/2017.  The IBM zEnterprise? EC12 and IBM zEnterprise BC12 are planned to be the last System z servers supported by IBM z/VM V5.4 and the last System z servers that will support IBM z/VM V5.4 running as a guest (second level).<br>5741SNS",http://www.vm.ibm.com/zvm540/,06-22-2021
SW,z/VM,6.1.x,5741-A07,IPLA,N/A,2009-10-23,209-401,2011-11-28,911-239,N/A,N/A,2013-04-30,912-009,2015-04-30,,S,0,http://www.vm.ibm.com/zvm610/<br>5741SNS,,06-22-2021
SW,z/VM,6.2.x,5741-A07,IPLA,N/A,2011-12-02,211-409,2013-07-23,213-297,N/A,N/A,2017-06-30,914-012,2019-06-30,,S,0,"replaces EoS announcement  date of 4/30/15 in announcement letter #  211-409 on 10/12/2011,<br>5741SNS",http://www.vm.ibm.com/zvm620/,06-22-2021
SW,z/VM,6.3.x,5741-A07,IPLA,N/A,2013-07-26,213-297,2016-11-11,216-075,N/A,N/A,2017-12-31,915-025,2019-12-31,,S,0,5741SNS,http://www.vm.ibm.com/zvm630/,06-22-2021
SW,z/VM,6.4.0,5741-A07,IPLA,N/A,2016-11-11,216-075,2020-03-09,919-172,N/A,N/A,2021-03-31,920-006,2024-09-30,,O,1,5741SNS,http://www.ibm.com/common/ssi/fcgi-bin/ssialias?subtype=ca&infotype=an&appname=iSource&supplier=897&letternum=ENUS216-075,06-22-2021
SW,z/VM,7.1.x,5741-A09,IPLA,N/A,2018-09-21,218-310,2022-03-07,921-124,N/A,N/A,2023-03-31,922-008,2026-09-30,,O,1,<div>5741SNS</div>,https://www.vm.ibm.com/zvm710/,03-17-2022
SW,"z/VM Agent for TDMF z/OS",5.7.x,5655-TZ1,IPLA,N/A,2017-05-19,217-015,2021-09-06,921-064,N/A,N/A,2022-09-30,922-078,2025-09-30,,E,0,<div>5655TZ2</div>,,10-26-2023
SW,"z/VM Agent for TDMF z/OS",5.8.x,5655-TZ1,IPLA,N/A,2018-10-19,218-421,,,N/A,N/A,2024-09-30,923-0481,2027-09-30,,E,0,<div>5655TZ2</div>,,09-27-2023
SW,"z/VM Agent for TDMF z/OS",5.9.x,5655-TZ1,IPLA,N/A,2019-10-25,219-453,,,N/A,N/A,2024-09-30,923-0481,2027-09-30,,E,0,<div>5655TZ2</div>,,09-27-2023
SW,z/VSE,4.1.x,5609-ZV4,IPLA,N/A,2007-03-16,207-003,2008-10-17,,N/A,N/A,2011-04-30,910-014,2013-04-30,,S,0,,https://www.ibm.com/it-infrastructure/z/zvse,10-15-2024
SW,z/VSE,4.2.x,5609-ZV4,IPLA,N/A,2008-10-17,208-237,2010-10-26,,N/A,N/A,2012-10-31,911-147,2014-10-31,,S,0,,https://www.ibm.com/it-infrastructure/z/zvse,09-28-2022
SW,z/VSE,4.3.x,5609-ZV4,IPLA,N/A,2010-10-26,210-313,2012-06-25,911-239,N/A,N/A,2014-10-31,913-010,2016-10-31,,S,0,,https://www.ibm.com/it-infrastructure/z/zvse,09-28-2022
SW,z/VSE,5.1.x,5609-ZV5,ICA,N/A,2011-11-25,211-466,2014-05-23,914-104,N/A,N/A,2016-06-30,914-150,2011-11-25,,O,0,,https://www.ibm.com/it-infrastructure/z/zvse,10-15-2024
SW,z/VSE,5.2.x,5609-ZV5,ICA,N/A,2014-04-25,"214-074 ",2017-03-13,"916-094 ",N/A,N/A,2018-10-31,"917-008 ",2018-10-31,,O,0,,https://www.ibm.com/it-infrastructure/z/zvse,09-28-2022
SW,z/VSE,6.1.x,5686-VS6,ICA,N/A,2015-11-27,"215-202 ",2017-12-01,"917-189 ",N/A,N/A,2019-06-30,"918-004 ",2019-06-30,,O,0,,https://www.ibm.com/it-infrastructure/z/zvse,09-28-2022
SW,z/VSE,6.2.x,5686-VS6,ICA,N/A,2017-12-01,"217-203 ",2022-09-05,922-053,N/A,N/A,2023-09-30,922-078,2024-12-31,,O,1,,https://www.ibm.com/it-infrastructure/z/zvse,10-17-2022
SW,"IBM Z Performance and Capacity Analytics",3.1.x,5698-AS3,IPLA,N/A,2020-03-13,220-068,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,<div>5698-AS4</div>,,07-17-2023
SW,"Print Services Facility for z/OS",4.7.x,5655-M32,ICA,N/A,2019-12-13,219-494,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",E,0,,,07-17-2023
SW,"IMS Fast Path Solution Pack for z/OS",2.1.x,5698-FPP,IPLA,N/A,2020-03-13,220-007,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"IBM Spectrum MPI",10.2.x,5725-G83,IPLA,N/A,2018-08-31,218-102,2021-09-15,920-015,N/A,N/A,2021-09-30,920-015,2024-09-30,,E,0,,,04-25-2022
SW,"Application Performance Analyzer for z/OS",14.2.x,5655-Q49,IPLA,N/A,2019-09-06,219-439,2023-04-24,922-123,N/A,N/A,2024-04-30,923-001,2025-04-30,,C,0,,,02-12-2023
SW,"IBM Z Open Automation Utilities",1.0.x,5698-PA1,IPLA,N/A,2020-03-13,220-087,2022-03-07,921-124,N/A,N/A,2023-03-31,922-008,2024-03-31,"Proactive/ SoftwareXcel/ Support Line",C,0,<div>5698PAS</div>,,07-17-2023
SW,"IBM UrbanCode Velocity",1.5.x,5737-H22,IPLA,N/A,2020-03-03,220-127,,,N/A,N/A,2022-04-30,920-149,2023-04-30,,C,0,,,01-05-2021
SW,"IBM App Connect for Healthcare",5.0.x,5725-C18,IPLA,N/A,2020-03-31,220-132,,,N/A,N/A,2024-04-30,922-024,2027-04-30,,E,0,,,05-04-2022
SW,"IBM Edge Computing Manager",4.0.x,5737-E67,IPLA,N/A,2020-02-13,220-076,,,N/A,N/A,2021-09-30,920-136,2021-09-30,,O,1,"<div>Extended Support Will Not Be Offered</div>",,03-09-2022
SW,"TCP/IP for z/VSE",1.5.x,5686-A04,IPLA,N/A,2003-01-01,"203-043 ",2017-03-13,ENUS916,N/A,N/A,2018-10-31,917-008,2021-10-31,,E,0,,,08-02-2022
SW,"IBM Blockchain Platform",2.1.x,5737-J29,IPLA,N/A,2019-09-24,219-351,2022-09-16,920-136,N/A,N/A,2022-09-30,920-136,2027-09-30,,C,0,,,09-30-2022
SW,"XCAT Elite",2.14.x,5724-V64,IPLA,N/A,2018-04-20,,,,N/A,N/A,2021-09-30,920-015,2024-09-30,,E,0,,,05-06-2022
SW,"Extreme Cloud Application Toolkit (xCAT) Additions (Enhanced)",2.14.x,5724-V63,IPLA,N/A,2018-04-20,,,,N/A,N/A,2021-09-30,920-015,2024-09-30,,E,0,,,05-04-2022
SW,"IBM Sterling Partner Engagement Manager Software",6.0.X,5737-L99,IPLA,N/A,2019-12-10,219-556,,,N/A,N/A,2024-04-30,923-017,2025-04-30,,C,0,,,04-11-2023
SW,"IBM Big Replicate for Hadoop",2.15.1,5737-H85,IPLA,N/A,2020-01-28,220-089,,,N/A,N/A,,,,,E,0,,,03-11-2020
SW,"IBM Big Replicate for Object Stores",2.15.1,5737-H86,IPLA,N/A,2020-01-28,220-089,,,N/A,N/A,,,,,E,0,,,03-11-2020
SW,"IBM Big Replicate for Hive",6.0.0,5737-H87,IPLA,N/A,2020-01-20,220-089,,,N/A,N/A,,,,,E,0,,,10-12-2020
SW,"IBM Big Replicate for Security",5.0.0,5737-H88,IPLA,N/A,2020-01-28,220-089,,,N/A,N/A,,,,,E,0,,,03-11-2020
SW,"IBM Big Replicate for Backup",5.0.0,5737-J36,IPLA,N/A,2020-01-28,220-089,,,N/A,N/A,,,,,E,0,,,03-11-2020
SW,"IBM Elite Selected Support for Cluster Administration and Storage Tools",1.1.x,5737-F06,IPLA,N/A,2018-04-27,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,05-01-2023
SW,"IBM Elite Selected Support for Cluster Administration and Storage Tools",1.2.x,5737-F06,IPLA,N/A,2018-08-02,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,05-01-2023
SW,"IBM Elite Selected Support for Cluster Administration and Storage Tools",1.3.x,5737-F06,IPLA,N/A,2018-10-26,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,05-01-2023
SW,"IBM Elite Selected Support for Cluster Administration and Storage Tools",1.4.x,5737-F06,IPLA,N/A,2018-12-14,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,05-01-2023
SW,"IBM Elite Selected Support for Cluster Administration and Storage Tools",1.5.x,5737-F06,IPLA,N/A,2019-03-01,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,05-01-2023
SW,"IBM Enhanced Selected Support for Cluster Administration and Storage Tools",1.1.x,5737-F07,IPLA,N/A,2018-04-27,218-101,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,04-28-2022
SW,"IBM Enhanced Selected Support for Cluster Administration and Storage Tools",1.2.x,5737-F07,IPLA,N/A,2018-08-02,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,04-28-2022
SW,"IBM Enhanced Selected Support for Cluster Administration and Storage Tools",1.3.x,5737-F07,IPLA,N/A,2018-10-26,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,04-28-2022
SW,"IBM Enhanced Selected Support for Cluster Administration and Storage Tools",1.4.x,5737-F07,IPLA,N/A,2018-12-14,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,04-28-2022
SW,"IBM Enhanced Selected Support for Cluster Administration and Storage Tools",1.5.x,5737-F07,IPLA,N/A,2019-03-01,,2020-06-12,920-015,N/A,N/A,2021-09-30,920-015,2023-09-30,,S,0,,,04-28-2022
SW,"IBM Z Operations Insight Suite",1.2.x,5698-ABP,IPLA,N/A,2020-03-13,220-068,2022-03-07,921-124,N/A,N/A,2023-03-31,922-008,2025-03-31,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"XML Toolkit for z/OS",1.11.x,5655-J51,IPLA,N/A,2020-03-20,220-099,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"IBM B2B Gateway Pack",1.0.0,5737-C19,IPLA,N/A,2017-08-29,217-432,,,N/A,N/A,2021-09-30,920-136,2023-09-30,,O,1,,,04-21-2022
SW,"IBM B2B Gateway Pack",1.0.1,5737-C19,IPLA,N/A,2018-12-18,218-304,,,N/A,N/A,2024-12-11,AD24-0643,2026-12-11,,S,0,"<div>Extended Support available for Usage and Known Defect Support only.</div>",,06-11-2024
SW,"IBM Z OMEGAMON for JVM",5.5.x,5698-ABA,IPLA,N/A,2020-03-20,220-058,2024-03-04,923-0681,N/A,N/A,2025-04-30,AD24-0128,2028-04-30,"Proactive/ SoftwareXcel/ Support Line",E,0,,,06-07-2024
SW,"IBM z/OS Workload Interaction Navigator",1.1.x,5698-WKN,IPLA,N/A,2020-03-20,220-100,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"IBM Z System Automation for GDPS Metro HyperSwap Manager with Netview",1.2.x,5698-A43,IPLA,N/A,2020-03-20,220-101,2024-03-25,923-0681,N/A,N/A,2025-02-28,AD24-0128,2028-02-28,"Proactive/ SoftwareXcel/ Support Line",E,0,,,02-12-2024
SW,"IBM Z System Automation for GDPS Metro HyperSwap Manager",1.2.x,5698-A44,IPLA,N/A,2020-03-20,220-101,2024-03-25,923-0681,N/A,N/A,2025-02-28,AD24-0128,2028-02-28,"Proactive/ SoftwareXcel/ Support Line",E,0,,,02-12-2024
SW,"IBM Z Table Accelerator",1.1.x,5698-TA1,IPLA,N/A,2020-03-20,220-073,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",S,0,,,07-17-2023
SW,"IBM Decision Optimization Center",4.0.x,5724-Y04,IPLA,N/A,2019-12-06,219-497,,,N/A,N/A,,,,,E,0,,,12-15-2021
SW,"IBM Master Data Management for IBM Cloud Pak for Data",11.6.x,5737-M40,IPLA,N/A,2020-03-10,220-055,2022-03-09,921-133,N/A,N/A,2023-04-30,921-133,2024-04-30,,C,0,,,04-26-2022
SW,"IBM CPLEX Optimizer for z/OS",12.10.0,5655-Y21,IPLA,N/A,2020-03-20,220-112,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",E,0,5655Y25,,07-17-2023
SW,"IBM Db2 Big SQL",7.0.x,5737-E74,IPLA,N/A,2020-03-24,220-141,,,N/A,N/A,,,,,O,1,"<div>Service extensions are approved on a case by case basis.</div>",,04-08-2021
SW,"IBM Cloud Pak for Security",1.2.x,5737-L74,IPLA,N/A,2020-03-26,"220-048 ",,,N/A,N/A,2021-03-30,920-136,2022-03-30,,C,0,,https://www.ibm.com/support/pages/node/1173400,11-23-2020
SW,"IBM Spectrum Scale Data Access Edition",5.0.x,5737-I39,IPLA,N/A,2018-10-19,218-398,,,N/A,N/A,2022-04-30,921-025,2024-04-30,,S,0,,,04-26-2022
SW,"IBM Hyper Protect Virtual Servers",1.2.x,5737-I09,IPLA,N/A,2020-02-28,220-037,,,N/A,N/A,2025-03-31,223-0432,2026-03-31,,O,1,"<p>Effective September 4, 2024, IBM will withdraw support for the monitoring infrastructure base images (Monitoring Image) capability in IBM Hyper Protect Virtual Servers 1.2.x. Only Critical Common Vulnerabilities and Exposures (CVEs) found in the monitoring infrastructure base images will be addressed. All other CVEs categorized as high, medium, or low will not be addressed.</p><p>The remaining capabilities of IBM Hyper Protect Virtual Servers 1.2.x continue to be supported until March 31, 2025.</p>",,09-05-2023
SW,"IBM Cloud Pak for Integration",2020.1.1,5737-I89,IPLA,N/A,2020-03-31,220-044,2022-09-16,922-024,N/A,N/A,2022-09-30,922-024,2023-09-30,,C,0,"<div>Details on lifecycle apply to Cloud Pak for Integration and its bundled components/products.</div><div></div><div>Products listed as ""included"" are covered by their own lifecycle details and policies. A list of included products can be found in the lifecycle addendum document.</div>",https://www.ibm.com/support/pages/node/6357563?_ga=2.200420206.1729684372.1604509303-2113825087.1604509303,08-15-2022
SW,"IBM SPSS Statistics Server",27.0.x,5725-A56,IPLA,N/A,2020-06-16,220-270,,,N/A,N/A,,,,,E,0,,,07-07-2020
SW,"VS Fortran Compiler/Library",2.6.x,5688-087,ICA,N/A,1993-11-26,293-566,,,N/A,N/A,,,,"Proactive/ SoftwareXcel/ Support Line",E,0,,,07-17-2023
SW,"IBM Cloud Pak for Data",3.0.X,5737-H76,IPLA,N/A,2020-06-19,220-197,,,N/A,N/A,2022-09-30,921-130,2023-09-30,,C,1,,,10-26-2021
