Type,"IBM Product",VRM,PID,"Licence Type",MTM,GA,"GA #",EOM,"EOM #",EOD,"EOD #",EOS,"EOS #","End All Support","Eligible service","Lifecycle Policy",Exception,Comments,"More Info URL","Last modified"
HW,"IBM Storwize V7000 Unified (2073-700) - Withdrawal notification",N/A,N/A,,2073700,2011-11-30,55414,2013-07-09,58299,N/A,N/A,2022-09-30,76930,,,W,0,,,12-13-2023
HW,"Cisco MDS 9506 for IBM System Storage Director (2054-E04) - Withdrawal notification",N/A,N/A,,2054E04,2007-02-23,,2016-06-21,71524,N/A,N/A,2022-04-30,76041,,,W,0,,,12-13-2023
HW,"Cisco MDS 9506 Multilayer Director (2062-T04) - Withdrawal notification",N/A,N/A,,2062T04,2003-07-15,,2006-10-27,,N/A,N/A,2014-10-31,60547,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2062-CW1) - Withdrawal notification",N/A,N/A,,2062CW1,2003-07-15,,2006-10-27,,N/A,N/A,2017-10-31,72801,,,W,0,,,12-13-2023
HW,"Cisco MDS 9216i Fabric Switch (2054-D1H)",N/A,N/A,,2054D1H,2007-02-13,,2008-03-01,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM FlashSystem V9000 HD Expansion Enclosure (9846-92F)",N/A,N/A,,984692F,2016-12-09,72025,2020-07-14,76084,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM FlashSystem V9000 LFF Expansion Enclosure (9848-12F)",N/A,N/A,,984812F,2016-06-10,71468,2020-07-14,76084,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM FlashSystem 900 (9840-AE3)",N/A,N/A,,9840AE3,2017-11-17,73140,2020-02-11,75692,N/A,N/A,2024-12-31,78376,,,W,0,,,12-13-2023
HW,"IBM FlashSystem 900 (9843-AE3)",N/A,N/A,,9843AE3,2017-11-17,73140,2020-02-11,75692,N/A,N/A,2024-12-31,78376,,,W,0,,,12-13-2023
HW,"IBM FlashSystem 900 Utility Model (9843-UF3)",N/A,N/A,,9843UF3,2017-11-24,73079,2020-02-11,75692,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S5H)",N/A,N/A,,3572S5H,2014-04-28,54190,2018-04-10,73609,2021-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"TS3200 Tape Library (3573-L4U)",N/A,N/A,,3573L4U,2006-04-11,45060,2017-09-12,72898,2021-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS3310 Tape Library (3576-L5B)",N/A,N/A,,3576L5B,2005-11-18,,2017-09-12,72899,2020-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS3500 Tape Drive (3584-D23)",N/A,N/A,,3584D23,2006-06-09,,2019-03-26,74699,2020-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS3500 Tape Drive (3584-D32) - Withdrawal notification",N/A,N/A,,3584D32,2000-09-01,,2004-09-15,,N/A,N/A,2017-07-31,71676,,,W,0,,,12-13-2023
HW,"IBM TS3500 Tape Drive (3584-L22) - Withdrawal notification",N/A,N/A,,3584L22,2004-06-11,,2006-06-16,,2020-12-31,"expected field value",2021-12-31,76041,,,W,0,,,12-13-2023
HW,"IBM TS3500 Tape Drive (3584-L23)",N/A,N/A,,3584L23,2006-06-09,,2016-10-25,71939,2020-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS1130 Tape Drive (3592-EU6)",N/A,N/A,,3592EU6,2008-09-05,,2016-03-22,71262,2020-12-31,"expected field value",2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS1155 Tape Drive (3592-55G)",N/A,N/A,,359255G,2017-11-17,72963,2019-06-11,74899,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM TS2230 Tape Drive (3580-H3S) - Withdrawal notification",N/A,N/A,,3580H3S,2007-07-10,,2010-11-09,53888,N/A,N/A,2015-07-31,60547,,,W,0,,,12-13-2023
HW,"IBM DS8870 (2422-961) - Withdrawal notification",N/A,N/A,,2422961,2012-10-19,56813,2016-01-26,70705,N/A,N/A,2020-12-31,75384,,,W,0,,,12-13-2023
HW,"IBM DS8886 (2831-985)",N/A,N/A,,2831985,2016-12-09,71972,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8884 (2832-84E)",N/A,N/A,,283284E,2016-12-09,71973,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8888 (2832-98F) - Withdrawal notification",N/A,N/A,,283298F,2016-06-24,71444,2020-01-07,75288,N/A,N/A,2022-12-31,77413,,,W,0,,,12-13-2023
HW,"IBM DS8884 (2833-98B) - Withdrawal notification",N/A,N/A,,283398B,2015-12-04,70809,2020-01-07,75288,N/A,N/A,2022-12-31,77413,,,W,0,,,12-13-2023
HW,"IBM DS8886 (2834-985)",N/A,N/A,,2834985,2016-12-09,71975,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8882F (5331-983)",N/A,N/A,,5331983,2018-09-07,73990,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8886 (5331-985)",N/A,N/A,,5331985,2017-01-20,72206,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8886 (5332-85E)",N/A,N/A,,533285E,2017-01-20,72207,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8882F (5332-983)",N/A,N/A,,5332983,2018-09-07,73991,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8884 (5332-984)",N/A,N/A,,5332984,2017-01-20,72207,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8886 (5333-86E)",N/A,N/A,,533386E,2017-01-20,72208,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8888 (5333-88E)",N/A,N/A,,533388E,2017-01-20,72208,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8884 (5333-984)",N/A,N/A,,5333984,2017-01-20,72208,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8886 (5334-985)",N/A,N/A,,5334985,2017-01-20,72209,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM DS8886 (5334-986)",N/A,N/A,,5334986,2017-01-20,72209,2020-01-07,75288,N/A,N/A,2024-06-30,78083,,,W,0,,,12-13-2023
HW,"IBM Flex System V7000 (4939-A29) - Withdrawal notification",N/A,N/A,,4939A29,2012-11-13,56478,2014-10-07,60860,N/A,N/A,2019-12-31,73985,,,W,0,,,12-13-2023
HW,"IBM Flex System V7000 (4939-X49)",N/A,N/A,,4939X49,2012-11-13,56479,2016-07-12,60089,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5000 (2077-12F)",N/A,N/A,,207712F,2016-03-04,71113,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5020 (2077-212)",N/A,N/A,,2077212,2016-03-04,71113,2019-07-09,75053,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM Storwize V5000 (2077-24C) - Withdrawal notification",N/A,N/A,,207724C,2013-10-11,59022,2016-07-12,71681,N/A,N/A,2022-12-31,76930,,,W,0,,,12-13-2023
HW,"IBM Storwize V5020 (2078-212)",N/A,N/A,,2078212,2016-03-04,71113,2019-07-09,75053,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM Storwize V5000 (2078-24C) - Withdrawal notification",N/A,N/A,,207824C,2013-10-11,59022,2016-07-12,71681,N/A,N/A,2022-12-31,76930,,,W,0,,,12-13-2023
HW,"IBM Storwize V5030 (2078-312)",N/A,N/A,,2078312,2016-03-04,71113,2019-07-09,75053,N/A,N/A,2023-12-31,77703,,,W,0,,,12-13-2023
HW,"IBM Storwize V5000E (2072-92F)",N/A,N/A,,207292F,2019-04-26,74722,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5000E (2072-E12)",N/A,N/A,,2072E12,2019-07-26,75039,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5030E (2072-T24)",N/A,N/A,,2072T24,2019-07-26,75039,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5100 (2077-424)",N/A,N/A,,2077424,2019-06-07,74724,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V5100F (2078-AF4)",N/A,N/A,,2078AF4,2019-06-07,74724,2020-02-11,75511,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storwize V7000 10 GbE Controller (2076-312) - Withdrawal notification",N/A,N/A,,2076312,2011-06-10,54623,2014-07-08,60431,N/A,N/A,2022-12-31,76930,,,W,0,,,12-13-2023
HW,"IBM Storwize V7000 SFF Controller (2076-524) - Withdrawal notification",N/A,N/A,,2076524,2014-06-06,60019,2017-03-14,71927,N/A,N/A,2022-12-31,76930,,,W,0,,,12-13-2023
HW,"IBM Storwize V7000 Utility Model NVMe Control Enclosure (2076-U7B)",N/A,N/A,,2076U7B,2019-01-25,74339,2020-04-14,75808,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"System i SB3 Server (9406-SB3)",N/A,N/A,,9406SB3,2000-06-15,,2002-12-15,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2031-224)",N/A,N/A,,2031224,2002-11-01,,2004-10-28,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-620)",N/A,N/A,,3599620,2011-07-22,54778,2019-07-23,74900,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-010)",N/A,N/A,,3589010,2007-05-08,,2017-05-09,72458,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM System Storage DS3200 (1726-HC2)",N/A,N/A,,1726HC2,2007-01-16,44586,2014-07-08,60445,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storage Networking Converged Switch VDX6730-32 (3759-C32) - Withdrawal notification",N/A,N/A,,3759C32,2012-06-15,56611,2014-09-02,60700,N/A,N/A,2020-04-30,73985,,,W,0,,,12-13-2023
HW,"IBM System Storage Productivity Center Model (2805-MC2) - Withdrawal notification",N/A,N/A,,2805MC2,2007-11-16,,2009-01-30,,N/A,N/A,2019-12-31,73985,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-002)",N/A,N/A,,3589002,2000-09-01,,2008-12-31,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM TotalStorage Tape Drive (3589-003)",N/A,N/A,,3589003,2000-08-15,,2008-12-31,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-011)",N/A,N/A,,3599011,2004-05-15,,2014-06-24,60468,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3599-013)",N/A,N/A,,3599013,2004-06-15,,2014-06-24,60468,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Elastic Storage Server (5146-GL6) - Withdrawal notification",N/A,N/A,,5146GL6,2014-12-05,60737,2017-08-22,73041,N/A,N/A,2021-12-31,76148,,,W,0,,,12-13-2023
HW,"IBM Elastic Storage Server (5146-GS2) - Withdrawal notification",N/A,N/A,,5146GS2,2014-12-12,60737,2017-08-22,73041,N/A,N/A,2021-12-31,76148,,,W,0,,,12-13-2023
HW,"IBM Elastic Storage Server (5146-GS4) - Withdrawal notification",N/A,N/A,,5146GS4,2014-12-12,60737,2017-08-22,73041,N/A,N/A,2021-12-31,76148,,,W,0,,,12-13-2023
HW,"IBM Elastic Storage Server (5147-IF2) - Withdrawal notification",N/A,N/A,,5147IF2,2016-12-16,71999,2017-04-11,72616,N/A,N/A,2017-10-31,72801,,,W,0,,,12-13-2023
HW,"IBM FlashSystem A9000R (9837-425) - Withdrawal notification",N/A,N/A,,9837425,2017-11-24,73132,2020-02-11,,N/A,N/A,2023-07-31,77703,,,W,0,,,12-13-2023
HW,"Power System Flat Panel Console (7316-TF1) - Withdrawal notification",N/A,N/A,,7316TF1,2001-02-09,,2002-09-13,,N/A,N/A,2016-01-31,70515,,,W,0,,,12-13-2023
HW,"IBM RS/6000 S80 Server (7017-S80) - Withdrawal notification",N/A,N/A,,7017S80,1999-09-24,,2001-08-31,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"System i 250 Server (9406-250) - Withdrawal notification",N/A,N/A,,9406250,2000-06-15,,2003-11-15,,N/A,N/A,2020-10-31,71556,,,W,0,,,12-13-2023
HW,"BladeCenter PS Series Server (7891-73X) - Withdrawal notification",N/A,N/A,,789173X,2011-05-20,54292,2013-10-07,,N/A,N/A,2019-09-30,73124,,,W,0,,,12-13-2023
HW,"BladeCenter PS Series Server (8406-70Y) - Withdrawal notification",N/A,N/A,,840670Y,2010-06-04,52589,2014-04-08,,N/A,N/A,2019-09-30,73124,,,W,0,,,12-13-2023
HW,"BladeCenter PS Series Server (8406-71Y) - Withdrawal notification",N/A,N/A,,840671Y,2010-06-04,52586,2013-10-07,,N/A,N/A,2019-09-30,73124,,,W,0,,,12-13-2023
HW,"IBM Power System 510 Server (9110-51A) - Withdrawal notification",N/A,N/A,,911051A,2006-02-14,106-150,2010-07-30,910-055,N/A,N/A,2018-01-31,916-112,,,W,0,,,02-27-2024
HW,"IBM Power System 560 Server (9116-561) - Withdrawal notification",N/A,N/A,,9116561,2006-02-14,106-149,2009-01-02,908-208,N/A,N/A,2019-01-31,916-112,,,W,0,,,02-27-2024
HW,"IBM Power System 570 Server (9117-570) - Withdrawal notification",N/A,N/A,,9117570,2004-07-15,104-380,2008-08-29,908-109,N/A,N/A,2019-10-31,916-112,,,W,0,,,02-27-2024
HW,"Power System 575 Server (9125-F2A) - Withdrawal notification",N/A,N/A,,9125F2A,2008-04-08,108-239,2010-04-13,,N/A,N/A,2019-03-31,917-163,,,W,0,,,02-27-2024
HW,"Power System 710 Server (8268-E1D) - Withdrawal notification",N/A,N/A,,8268E1D,2013-06-07,58399,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"Power System 740 Server (8205-E6C) - Withdrawal notification",N/A,N/A,,8205E6C,2011-10-21,55141,2013-10-07,,N/A,N/A,2019-09-30,73124,,,W,0,,,12-13-2023
HW,"Power System 750 Server (8408-E8D) - Withdrawal notification",N/A,N/A,,8408E8D,2013-03-15,57782,2015-05-11,70209,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"Power System 770 Server (9117-MMD) - Withdrawal notification",N/A,N/A,,9117MMD,2012-10-19,57223,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"Power System 770 Server (9117-MMU)",N/A,N/A,,9117MMU,2016-11-22,72241,2019-02-26,74561,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Power System 780 Server (9179-MHD) - Withdrawal notification",N/A,N/A,,9179MHD,2012-10-19,57216,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"Power System ESE Server (8412-EAD) - Withdrawal notification",N/A,N/A,,8412EAD,2013-09-13,58645,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"System i 520 Server (9408-M25) - Withdrawal notification",N/A,N/A,,9408M25,2008-04-02,,2008-11-18,,N/A,N/A,2019-03-31,73124,,,W,0,,,12-13-2023
HW,"IBM Power System E850 Server (8408-E8E) - Withdrawal notification",N/A,N/A,,8408E8E,2015-06-05,115-037,2017-07-14,917-046,N/A,N/A,2023-10-31,922-091,,,W,0,,,02-23-2024
HW,"IBM Power System S812LC Server (8348-21C)",N/A,N/A,,834821C,2015-10-30,70651,2017-03-28,72439,N/A,N/A,2024-03-31,77872,,,W,0,,,12-13-2023
HW,"IBM Power System S822L Server (8247-22L)",N/A,N/A,,824722L,2014-06-10,214-126,2019-02-28,918-162,N/A,N/A,2024-03-31,922-117,,,W,0,,,02-22-2024
HW,"IBM Power System Mellanox Switch (8828-E37)",N/A,N/A,,8828E37,2015-10-30,115-122,2018-02-27,918-052,N/A,N/A,,,,,W,0,,,02-23-2024
HW,"IBM Power System Mellanox Switch (8831-F37)",N/A,N/A,,8831F37,2015-06-19,115-059,2020-02-28,920-026,N/A,N/A,,,,,W,0,,,02-22-2024
HW,"Power System Series Rack (7965-94Y)",N/A,N/A,,796594Y,2014-02-21,59698,2019-10-22,75242,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"PowerLinux Series Server (8246-L2C) - Withdrawal notification",N/A,N/A,,8246L2C,2012-05-04,56138,2013-10-07,,N/A,N/A,2019-09-30,73124,,,W,0,,,12-13-2023
HW,"PowerLinux Series Server (8248-L4T) - Withdrawal notification",N/A,N/A,,8248L4T,2013-08-23,58518,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"IBM pSeries 610 Server (7028-6E1) - Withdrawal notification",N/A,N/A,,70286E1,2001-10-26,,2004-03-09,,N/A,N/A,2018-01-31,71556,,,W,0,,,12-13-2023
HW,"IBM pSeries 630 Server (7028-6C4) - Withdrawal notification",N/A,N/A,,70286C4,2002-08-30,,2005-12-13,,N/A,N/A,2018-01-31,71556,,,W,0,,,12-13-2023
HW,"pSeries 660 Server (7026-6M1) - Withdrawal notification",N/A,N/A,,70266M1,2001-09-21,,2003-09-12,,N/A,N/A,2018-01-31,71556,,,W,0,,,12-13-2023
HW,"pSeries 670 Central Electronics Complex (7040-671) - Withdrawal notification",N/A,N/A,,7040671,2002-04-26,,2005-11-18,,N/A,N/A,2018-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM pSeries 690 Server (7040-681) - Withdrawal notification",N/A,N/A,,7040681,2001-12-14,,2005-11-18,,N/A,N/A,2018-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 150 Server (7043-150) - Withdrawal notification",N/A,N/A,,7043150,1998-10-23,,2003-12-12,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 140 Server (7043-140) - Withdrawal notification",N/A,N/A,,7043140,1996-11-08,,2000-12-01,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 B50 Server (7046-B50) - Withdrawal notification",N/A,N/A,,7046B50,1999-09-24,,2003-09-12,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 F40 Server (7025-F40) - Withdrawal notification",N/A,N/A,,7025F40,1996-11-08,,2000-05-08,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 F50 Server (7025-F50) - Withdrawal notification",N/A,N/A,,7025F50,1997-04-25,,2001-07-17,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 170 Server (7044-170) - Withdrawal notification",N/A,N/A,,7044170,2000-02-25,,2003-12-12,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"IBM RS/6000 S70 Server (7017-S7A) - Withdrawal notification",N/A,N/A,,7017S7A,1998-10-23,,2000-12-01,,N/A,N/A,2017-06-30,71556,,,W,0,,,12-13-2023
HW,"System i 100 I/O Sub-System (9411-100) - Withdrawal notification",N/A,N/A,,9411100,2004-10-15,,2008-08-26,,N/A,N/A,2019-10-31,71556,,,W,0,,,12-13-2023
HW,"IBM pSeries 655 Server (7039-651) - Withdrawal notification",N/A,N/A,,7039651,2002-12-13,,2005-06-15,,N/A,N/A,2016-01-31,70515,,,W,0,,,12-13-2023
HW,"IBM Security QRadar QFLOW Collector (4380-Q6C) - Withdrawal notification",N/A,N/A,,4380Q6C,2014-04-25,59984,2018-06-12,73910,N/A,N/A,2021-12-31,76041,,,W,0,,,12-13-2023
HW,"IBM System Storage (3552-1RU) - Withdrawal notification",N/A,N/A,,35521RU,2001-11-30,,2003-06-13,,N/A,N/A,2011-12-31,,,,W,0,,,12-13-2023
HW,"IBM Power System E1080 Server (9080-HEX)",N/A,N/A,,9080HEX,2021-09-17,121-046,,,N/A,N/A,,,,,W,0,,,02-20-2024
HW,"IBM Elastic Storage Server (8831-H40)",N/A,N/A,,8831H40,2022-02-11,77102,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2032-140) - Withdrawal notification",N/A,N/A,,2032140,2002-09-20,,2004-10-28,,N/A,N/A,2014-02-28,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2031-016)",N/A,N/A,,2031016,2001-04-17,,2002-07-26,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2031-032)",N/A,N/A,,2031032,2001-04-17,,2002-07-26,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2031-216)",N/A,N/A,,2031216,2002-05-21,,2002-12-20,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"SAN Cisco MDS Collection (2032-001)",N/A,N/A,,2032001,2000-03-28,,2001-09-28,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-A00) - Withdrawal notification",N/A,N/A,,3590A00,1996-10-25,,1997-12-31,,N/A,N/A,2017-11-30,71676,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-E1A) - Withdrawal notification",N/A,N/A,,3590E1A,1999-05-14,,2006-09-29,,N/A,N/A,2015-01-31,60547,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-H11) - Withdrawal notification",N/A,N/A,,3590H11,2002-07-26,,2006-09-29,,N/A,N/A,2015-01-31,60547,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-H1A) - Withdrawal notification",N/A,N/A,,3590H1A,2002-07-26,,2006-09-29,,N/A,N/A,2015-01-31,60547,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-A14) - Withdrawal notification",N/A,N/A,,3590A14,1996-10-25,,2006-06-16,,N/A,N/A,2021-12-31,76041,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3590-B1A)",N/A,N/A,,3590B1A,1995-09-29,,2004-12-31,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G8052 (7120-48E)",N/A,N/A,,712048E,2014-09-01,60291,2019-01-22,74478,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G7028 (7120-24L)",N/A,N/A,,712024L,2014-09-01,60291,2015-05-11,70209,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G7052 (7120-48L)",N/A,N/A,,712048L,2014-12-12,61024,2019-01-22,74478,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G8124E (7120-24E)",N/A,N/A,,712024E,2014-09-01,60291,2019-01-22,74478,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G8264 (7120-64C)",N/A,N/A,,712064C,2014-09-01,60291,2019-01-22,74478,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM RackSwitch G8264CS (7120-64F)",N/A,N/A,,712064F,2014-12-12,61024,2019-01-22,74478,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Storage Networking Ethernet Switch B50C (4002-C5B) - Withdrawal notification",N/A,N/A,,4002C5B,2009-04-28,49616,2011-09-20,55493,N/A,N/A,2016-11-30,70515,,,W,0,,,12-13-2023
HW,"IBM Storage Networking Ethernet Switch B48C (4002-C4B) - Withdrawal notification",N/A,N/A,,4002C4B,2009-04-28,,2010-11-30,,N/A,N/A,2015-11-30,70515,,,W,0,,,12-13-2023
HW,"IBM DataPower Gateway X3 (8496-52X)",N/A,N/A,,849652X,2022-05-10,AD22-0469,,,N/A,N/A,,,,,W,0,,,03-08-2024
HW,"IBM TS2290 Tape Drive (3580-H9S)",N/A,N/A,,3580H9S,2021-12-03,77136,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"TS2900 Tape Autoloader (3572-S9H)",N/A,N/A,,3572S9H,2021-12-03,77137,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM z16 (3931-A01)",N/A,N/A,,3931A01,2022-05-31,77185,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM System Storage (3174-01R) - Withdrawal notification",N/A,N/A,,317401R,1986-06-16,,1990-08-29,,N/A,N/A,2016-01-31,,,,W,0,,,12-13-2023
HW,"IBM System Storage (3174-51R) - Withdrawal notification",N/A,N/A,,317451R,1986-06-16,,1990-08-29,,N/A,N/A,2016-01-31,,,,W,0,,,12-13-2023
HW,"Enterprise System Connection ESCON Director (9032-003) - Withdrawal notification",N/A,N/A,,9032003,1994-09-27,194-303,1999-04-19,999-003,N/A,N/A,2014-03-31,,,,W,0,,,02-10-2024
HW,"IBM System Storage (3174-81R) - Withdrawal notification",N/A,N/A,,317481R,1987-02-17,,1990-08-29,,N/A,N/A,2016-01-31,,,,W,0,,,12-13-2023
HW,"IBM System Storage (3174-11R) - Withdrawal notification",N/A,N/A,,317411R,1986-06-16,,1999-09-24,,N/A,N/A,2016-01-31,,,,W,0,,,12-13-2023
HW,"Hardware Management Console (7063-CR1)",N/A,N/A,,7063CR1,2017-09-15,72516,2021-04-13,76664,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"Hardware Management Console (7063-CR2)",N/A,N/A,,7063CR2,2021-05-21,76335,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Elastic Storage Server Management Server (5148-22L)",N/A,N/A,,514822L,2016-12-16,71967,2020-07-28,75879,N/A,N/A,2024-12-31,78376,,,W,0,,,12-13-2023
HW,"IBM Power System S821LC (8001-12C)",N/A,N/A,,800112C,2016-09-08,71423,2019-02-26,74561,N/A,N/A,2024-10-31,,,,W,0,,,12-13-2023
HW,"IBM Power System S822LC (8335-GCA)",N/A,N/A,,8335GCA,2015-10-30,115-113,2019-04-19,919-003,N/A,N/A,2024-05-31,922-117,,,W,0,,,02-20-2024
HW,"IBM Power System S822LC (8335-GTA)",N/A,N/A,,8335GTA,2015-10-30,115-076,2017-05-26,917-065,N/A,N/A,2024-03-31,922-117,,,W,0,,,02-20-2024
HW,"IBM Power System S822LC (8335-GTB)",N/A,N/A,,8335GTB,2016-09-26,116-087,2019-08-30,919-018,N/A,N/A,2024-10-31,922-117,,,W,0,,,02-20-2024
HW,"IBM Power System S822LC (8001-22C)",N/A,N/A,,800122C,2016-09-08,71424,2019-02-26,74561,N/A,N/A,2024-10-31,,,,W,0,,,12-13-2023
HW,"Power System 795 Server (9119-FHB) - Withdrawal notification",N/A,N/A,,9119FHB,2010-09-17,53095,2015-02-24,,N/A,N/A,2020-12-31,75347,,,W,0,,,12-13-2023
HW,"FlashSystem 9500 (4666-UH8)",N/A,N/A,,4666UH8,2022-03-04,77276,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"FlashSystem 9500 (4666-AH8)",N/A,N/A,,4666AH8,2022-03-04,77276,,,N/A,N/A,,,,,W,0,,,12-13-2023
HW,"IBM Tape Drive (3570-B12)",N/A,N/A,,3570B12,1997-03-28,,1999-12-31,,N/A,N/A,,,,,W,0,,,12-13-2023
